invoice_no,customer_id,category,quantity,price,payment_method,invoice_date,shopping_mall
I254142,436,Shoes,3,1800.51,Credit Card,15/12/2022,Emaar Square Mall
I120850,1049,Clothing,2,600.16,Credit Card,8/11/2021,Metrocity
I220285,992,Food & Beverage,4,20.92,Credit Card,1/5/2022,Kanyon
I180980,617,Clothing,2,600.16,Cash,14/04/2021,Forum Istanbul
I301451,346,Cosmetics,5,203.3,Debit Card,28/06/2021,Kanyon
I125700,1035,Shoes,5,3000.85,Credit Card,10/6/2022,Forum Istanbul
I533062,141,Clothing,3,900.24,Cash,12/5/2022,Mall of Istanbul
I998874,1006,Clothing,5,1500.4,Debit Card,27/12/2022,Mall of Istanbul
I325619,2668,Food & Beverage,1,5.23,Debit Card,16/08/2021,Kanyon
I200646,2317,Food & Beverage,2,10.46,Credit Card,5/3/2021,Kanyon
I337094,283,Technology,1,1050.0,Cash,9/2/2023,Zorlu Center
I436935,334,Cosmetics,4,162.64,Cash,26/02/2023,Istinye Park
I585560,1416,Shoes,2,1200.34,Cash,17/02/2023,Mall of Istanbul
I191967,1512,Cosmetics,5,203.3,Credit Card,8/8/2022,Kanyon
I304567,1678,Souvenir,2,23.46,Credit Card,8/3/2023,Forum Istanbul
I232809,206,Shoes,5,3000.85,Credit Card,2/10/2021,Metrocity
I157441,890,Food & Beverage,4,20.92,Cash,22/12/2021,Mall of Istanbul
I591015,870,Clothing,1,300.08,Cash,12/9/2021,Metrocity
I219334,119,Shoes,4,2400.68,Credit Card,23/03/2022,Kanyon
I162719,310,Clothing,5,1500.4,Credit Card,11/12/2021,Emaar Square Mall
I237375,756,Books,1,15.15,Cash,29/12/2022,Istinye Park
I289611,625,Clothing,3,900.24,Debit Card,8/3/2023,Cevahir AVM
I217650,1867,Food & Beverage,3,15.69,Debit Card,10/2/2021,Forum Istanbul
I214129,1577,Clothing,1,300.08,Debit Card,10/5/2021,Metrocity
I300799,837,Food & Beverage,3,15.69,Cash,6/3/2022,Metropol AVM
I163771,1699,Toys,4,143.36,Credit Card,29/03/2021,Mall of Istanbul
I252528,1841,Technology,5,5250.0,Debit Card,4/10/2022,Cevahir AVM
I147387,17,Clothing,5,1500.4,Cash,4/11/2021,Mall of Istanbul
I186255,74,Clothing,1,300.08,Credit Card,8/11/2022,Kanyon
I308341,2109,Clothing,4,1200.32,Cash,17/05/2021,Istinye Park
I177664,61,Cosmetics,3,121.98,Credit Card,16/06/2022,Kanyon
I278519,2812,Technology,3,3150.0,Debit Card,24/09/2022,Cevahir AVM
I160636,230,Cosmetics,4,162.64,Cash,4/4/2022,Metropol AVM
I306136,1756,Food & Beverage,1,5.23,Cash,18/10/2022,Metrocity
I240224,3561,Food & Beverage,1,5.23,Cash,16/10/2021,Mall of Istanbul
I227030,602,Clothing,4,1200.32,Credit Card,17/05/2021,Istinye Park
I258204,1808,Clothing,1,300.08,Credit Card,3/2/2023,Emaar Square Mall
I231070,345,Clothing,5,1500.4,Debit Card,15/11/2022,Forum Istanbul
I434983,1331,Souvenir,2,23.46,Credit Card,29/07/2021,Istinye Park
I326925,856,Toys,4,143.36,Credit Card,17/07/2021,Kanyon
I183840,514,Clothing,1,300.08,Credit Card,8/3/2022,Viaport Outlet
I533184,615,Shoes,5,3000.85,Credit Card,22/09/2022,Zorlu Center
I735039,2884,Clothing,1,300.08,Cash,1/8/2022,Metropol AVM
I319997,625,Clothing,5,1500.4,Credit Card,3/4/2021,Istinye Park
I228150,323,Clothing,5,1500.4,Cash,21/11/2021,Zorlu Center
I215373,1061,Clothing,5,1500.4,Debit Card,17/09/2021,Kanyon
I275695,1519,Books,5,75.75,Cash,9/8/2022,Mall of Istanbul
I107255,1517,Souvenir,1,11.73,Cash,8/9/2021,Metrocity
I301538,1604,Food & Beverage,4,20.92,Cash,8/10/2021,Mall of Istanbul
I119469,973,Clothing,1,300.08,Debit Card,3/3/2021,Metropol AVM
I678313,1375,Clothing,4,1200.32,Debit Card,26/12/2021,Zorlu Center
I264491,2466,Cosmetics,5,203.3,Credit Card,13/02/2023,Metropol AVM
I177957,1003,Clothing,4,1200.32,Cash,4/7/2021,Cevahir AVM
I188384,86,Clothing,1,300.08,Cash,26/01/2021,Istinye Park
I527111,1806,Food & Beverage,2,10.46,Debit Card,5/10/2022,Metropol AVM
I152252,581,Books,5,75.75,Credit Card,5/4/2021,Mall of Istanbul
I131076,482,Souvenir,2,23.46,Cash,27/03/2021,Metrocity
I151031,125,Souvenir,5,58.65,Cash,21/11/2022,Mall of Istanbul
I638444,690,Shoes,2,1200.34,Credit Card,21/02/2022,Metropol AVM
I884439,12,Toys,4,143.36,Credit Card,22/08/2022,Kanyon
I381853,154,Cosmetics,3,121.98,Credit Card,6/12/2022,Emaar Square Mall
I104404,390,Shoes,3,1800.51,Cash,25/03/2021,Kanyon
I926542,953,Toys,1,35.84,Debit Card,5/3/2021,Kanyon
I263473,2521,Shoes,3,1800.51,Credit Card,2/8/2021,Kanyon
I177317,6998,Food & Beverage,4,20.92,Cash,16/04/2021,Mall of Istanbul
I941223,385,Clothing,5,1500.4,Credit Card,3/2/2023,Emaar Square Mall
I323436,771,Food & Beverage,5,26.15,Debit Card,6/5/2022,Kanyon
I245250,1985,Shoes,1,600.17,Cash,5/2/2022,Mall of Istanbul
I589196,4691,Toys,1,35.84,Credit Card,1/12/2022,Mall of Istanbul
I241028,3590,Clothing,2,600.16,Debit Card,16/12/2021,Emaar Square Mall
I846943,2937,Cosmetics,4,162.64,Cash,6/1/2023,Mall of Istanbul
I131492,201,Food & Beverage,3,15.69,Cash,8/12/2021,Kanyon
I252340,657,Food & Beverage,5,26.15,Credit Card,23/02/2021,Mall of Istanbul
I571614,55,Souvenir,4,46.92,Debit Card,7/1/2022,Istinye Park
I269945,300,Food & Beverage,1,5.23,Credit Card,14/02/2022,Kanyon
I293115,341,Clothing,2,600.16,Credit Card,20/05/2022,Viaport Outlet
I180632,2142,Clothing,1,300.08,Credit Card,15/10/2021,Istinye Park
I946433,64,Technology,4,4200.0,Debit Card,2/2/2023,Kanyon
I557864,2852,Clothing,1,300.08,Cash,9/11/2021,Mall of Istanbul
I721903,648,Food & Beverage,2,10.46,Cash,9/1/2023,Mall of Istanbul
I995914,619,Technology,3,3150.0,Credit Card,22/11/2021,Metrocity
I423124,2421,Clothing,1,300.08,Cash,7/1/2023,Metrocity
I318626,3697,Cosmetics,3,121.98,Credit Card,23/09/2022,Istinye Park
I284431,426,Technology,4,4200.0,Credit Card,24/06/2022,Metropol AVM
I334469,1039,Toys,5,179.2,Cash,4/7/2021,Kanyon
I568785,43,Food & Beverage,5,26.15,Cash,23/08/2021,Metropol AVM
I307376,369,Food & Beverage,5,26.15,Credit Card,11/8/2022,Metrocity
I136509,1229,Cosmetics,4,162.64,Cash,2/8/2021,Mall of Istanbul
I194798,351,Technology,2,2100.0,Cash,7/7/2022,Mall of Istanbul
I236520,489,Toys,3,107.52,Credit Card,13/02/2022,Viaport Outlet
I295482,75,Shoes,3,1800.51,Credit Card,17/10/2022,Zorlu Center
I472275,1328,Cosmetics,4,162.64,Cash,14/11/2022,Metrocity
I301404,656,Clothing,3,900.24,Credit Card,24/03/2021,Cevahir AVM
I100487,1772,Cosmetics,4,162.64,Cash,19/02/2021,Kanyon
I206026,1653,Books,1,15.15,Cash,12/11/2022,Forum Istanbul
I332620,848,Cosmetics,2,81.32,Credit Card,13/04/2021,Mall of Istanbul
I434161,785,Clothing,2,600.16,Credit Card,3/5/2021,Metropol AVM
I166306,566,Clothing,3,900.24,Cash,24/04/2022,Viaport Outlet
I207389,1558,Clothing,3,900.24,Debit Card,17/12/2022,Kanyon
I237018,336,Food & Beverage,4,20.92,Cash,19/11/2022,Mall of Istanbul
I246114,1176,Toys,5,179.2,Credit Card,22/09/2022,Metropol AVM
I216889,44,Clothing,2,600.16,Credit Card,16/03/2022,Mall of Istanbul
I137065,2390,Food & Beverage,4,20.92,Cash,1/1/2022,Mall of Istanbul
I284262,237,Food & Beverage,3,15.69,Cash,23/07/2021,Kanyon
I154122,778,Cosmetics,1,40.66,Debit Card,22/12/2021,Metrocity
I950429,444,Cosmetics,2,81.32,Debit Card,9/3/2022,Kanyon
I499170,695,Toys,1,35.84,Credit Card,20/02/2022,Kanyon
I253083,512,Clothing,2,600.16,Debit Card,14/11/2021,Metrocity
I508173,1941,Cosmetics,3,121.98,Debit Card,23/01/2022,Metropol AVM
I763131,1107,Clothing,5,1500.4,Cash,16/01/2021,Mall of Istanbul
I149766,96,Cosmetics,3,121.98,Cash,2/4/2022,Mall of Istanbul
I702817,709,Books,5,75.75,Credit Card,16/10/2022,Kanyon
I208491,502,Clothing,1,300.08,Cash,18/01/2023,Kanyon
I337030,2188,Food & Beverage,2,10.46,Cash,27/09/2022,Metrocity
I312041,758,Clothing,2,600.16,Credit Card,31/01/2022,Mall of Istanbul
I150629,1076,Clothing,3,900.24,Cash,10/12/2022,Kanyon
I197620,222,Food & Beverage,2,10.46,Cash,8/4/2022,Metrocity
I730771,94,Clothing,5,1500.4,Debit Card,5/8/2022,Metrocity
I873382,80,Shoes,4,2400.68,Credit Card,7/1/2023,Metrocity
I637675,3176,Clothing,4,1200.32,Cash,28/06/2021,Kanyon
I153278,451,Toys,2,71.68,Cash,4/6/2022,Mall of Istanbul
I842493,272,Clothing,3,900.24,Debit Card,25/07/2021,Mall of Istanbul
I156991,40,Food & Beverage,2,10.46,Debit Card,14/02/2021,Emaar Square Mall
I722730,132,Souvenir,2,23.46,Cash,28/07/2022,Kanyon
I299533,642,Food & Beverage,3,15.69,Credit Card,9/9/2022,Kanyon
I187160,7608,Shoes,5,3000.85,Debit Card,19/03/2022,Kanyon
I101832,142,Cosmetics,3,121.98,Credit Card,25/12/2022,Kanyon
I943403,2785,Toys,1,35.84,Cash,20/09/2022,Mall of Istanbul
I454983,1040,Souvenir,5,58.65,Debit Card,12/4/2022,Mall of Istanbul
I338302,1909,Cosmetics,4,162.64,Debit Card,3/10/2021,Viaport Outlet
I328822,1678,Food & Beverage,3,15.69,Cash,13/06/2022,Metrocity
I168181,2085,Clothing,3,900.24,Credit Card,1/7/2021,Metrocity
I108543,503,Clothing,5,1500.4,Debit Card,8/7/2022,Viaport Outlet
I120615,345,Toys,2,71.68,Credit Card,2/2/2022,Istinye Park
I248840,690,Clothing,3,900.24,Cash,10/11/2022,Mall of Istanbul
I283774,3954,Toys,1,35.84,Debit Card,1/1/2023,Istinye Park
I212305,690,Books,1,15.15,Credit Card,6/11/2021,Emaar Square Mall
I111228,3249,Clothing,1,300.08,Credit Card,9/4/2021,Kanyon
I230558,1128,Cosmetics,2,81.32,Debit Card,31/07/2021,Kanyon
I130124,5604,Clothing,3,900.24,Credit Card,15/08/2022,Viaport Outlet
I221797,383,Food & Beverage,3,15.69,Cash,24/08/2021,Metrocity
I154490,866,Clothing,5,1500.4,Cash,24/01/2022,Mall of Istanbul
I159376,1858,Food & Beverage,2,10.46,Cash,14/06/2022,Metropol AVM
I214545,675,Souvenir,4,46.92,Cash,5/12/2021,Metropol AVM
I213589,57,Technology,2,2100.0,Cash,12/10/2021,Viaport Outlet
I101148,607,Cosmetics,4,162.64,Cash,21/04/2022,Cevahir AVM
I186663,894,Toys,1,35.84,Debit Card,24/06/2021,Kanyon
I291062,262,Cosmetics,4,162.64,Credit Card,5/3/2023,Kanyon
I103389,505,Cosmetics,1,40.66,Cash,9/5/2021,Kanyon
I140596,124,Cosmetics,2,81.32,Cash,11/9/2021,Metrocity
I115322,2093,Food & Beverage,1,5.23,Credit Card,1/10/2021,Forum Istanbul
I273800,15,Cosmetics,2,81.32,Cash,1/8/2021,Mall of Istanbul
I384332,1003,Cosmetics,1,40.66,Cash,4/9/2021,Metrocity
I268628,314,Cosmetics,3,121.98,Cash,21/05/2021,Mall of Istanbul
I146305,475,Food & Beverage,2,10.46,Cash,11/7/2022,Kanyon
I648743,754,Shoes,5,3000.85,Debit Card,2/1/2023,Mall of Istanbul
I148083,162,Cosmetics,5,203.3,Credit Card,29/06/2021,Istinye Park
I733806,353,Food & Beverage,4,20.92,Credit Card,21/03/2021,Metropol AVM
I214007,1860,Toys,4,143.36,Credit Card,25/03/2022,Metrocity
I480974,1023,Food & Beverage,2,10.46,Debit Card,10/5/2021,Mall of Istanbul
I126095,1190,Food & Beverage,5,26.15,Credit Card,24/03/2022,Metropol AVM
I100033,146,Food & Beverage,4,20.92,Credit Card,19/10/2021,Zorlu Center
I265860,2011,Food & Beverage,4,20.92,Credit Card,15/03/2022,Mall of Istanbul
I512570,1749,Souvenir,4,46.92,Cash,24/11/2022,Metrocity
I118757,299,Clothing,1,300.08,Credit Card,21/07/2022,Kanyon
I313516,710,Books,4,60.6,Cash,29/03/2021,Metrocity
I223795,461,Clothing,3,900.24,Cash,26/12/2022,Metrocity
I254341,113,Food & Beverage,2,10.46,Credit Card,21/01/2023,Metropol AVM
I273435,1341,Food & Beverage,4,20.92,Credit Card,6/11/2021,Emaar Square Mall
I127616,758,Books,5,75.75,Debit Card,12/12/2021,Kanyon
I893043,27,Clothing,5,1500.4,Credit Card,11/11/2022,Kanyon
I295712,3976,Food & Beverage,2,10.46,Cash,25/06/2022,Mall of Istanbul
I162565,797,Clothing,2,600.16,Credit Card,4/7/2022,Istinye Park
I300520,21,Books,3,45.45,Credit Card,2/2/2023,Metrocity
I149473,1025,Clothing,3,900.24,Cash,30/01/2021,Kanyon
I936118,3500,Food & Beverage,3,15.69,Cash,19/02/2023,Istinye Park
I242648,387,Food & Beverage,1,5.23,Cash,22/06/2022,Metrocity
I725938,2500,Cosmetics,3,121.98,Debit Card,16/10/2022,Metropol AVM
I299480,13,Shoes,2,1200.34,Credit Card,9/12/2022,Metrocity
I134272,62,Toys,1,35.84,Debit Card,1/12/2022,Metropol AVM
I128518,253,Shoes,1,600.17,Debit Card,6/9/2021,Mall of Istanbul
I293208,101,Shoes,1,600.17,Cash,7/2/2022,Mall of Istanbul
I332003,2456,Cosmetics,2,81.32,Credit Card,16/12/2021,Cevahir AVM
I251779,673,Toys,5,179.2,Debit Card,12/3/2022,Zorlu Center
I334155,2492,Books,3,45.45,Debit Card,15/12/2022,Viaport Outlet
I724379,1679,Clothing,1,300.08,Debit Card,26/12/2021,Metropol AVM
I843249,280,Cosmetics,4,162.64,Cash,4/1/2021,Kanyon
I292746,2463,Clothing,5,1500.4,Credit Card,27/04/2022,Viaport Outlet
I230701,268,Clothing,2,600.16,Credit Card,19/02/2023,Emaar Square Mall
I230983,445,Clothing,1,300.08,Credit Card,2/3/2023,Kanyon
I313187,1186,Souvenir,4,46.92,Cash,28/01/2021,Kanyon
I206607,2027,Clothing,1,300.08,Credit Card,19/06/2021,Kanyon
I323928,735,Cosmetics,3,121.98,Cash,16/07/2021,Cevahir AVM
I374693,349,Food & Beverage,2,10.46,Cash,3/11/2021,Istinye Park
I318521,2202,Clothing,5,1500.4,Cash,16/11/2021,Mall of Istanbul
I222827,1332,Clothing,3,900.24,Credit Card,27/11/2022,Mall of Istanbul
I649554,908,Toys,3,107.52,Debit Card,2/8/2021,Kanyon
I111055,1372,Technology,1,1050.0,Credit Card,26/08/2022,Mall of Istanbul
I570709,544,Shoes,1,600.17,Debit Card,8/9/2021,Cevahir AVM
I251307,1466,Shoes,1,600.17,Debit Card,1/1/2022,Mall of Istanbul
I117277,227,Clothing,1,300.08,Credit Card,11/1/2023,Istinye Park
I240824,3553,Clothing,5,1500.4,Credit Card,28/08/2021,Mall of Istanbul
I135134,1866,Cosmetics,1,40.66,Credit Card,1/3/2021,Metrocity
I222401,537,Food & Beverage,5,26.15,Cash,22/05/2021,Viaport Outlet
I263185,1361,Clothing,5,1500.4,Cash,9/3/2021,Kanyon
I311849,864,Technology,5,5250.0,Debit Card,21/04/2021,Cevahir AVM
I137332,351,Shoes,4,2400.68,Cash,3/5/2021,Istinye Park
I319596,42,Technology,1,1050.0,Cash,13/01/2022,Istinye Park
I632642,518,Souvenir,5,58.65,Cash,12/3/2022,Mall of Istanbul
I127930,2046,Clothing,1,300.08,Cash,15/11/2022,Kanyon
I258931,394,Cosmetics,3,121.98,Credit Card,20/10/2021,Emaar Square Mall
I230411,114,Cosmetics,5,203.3,Debit Card,30/09/2021,Mall of Istanbul
I136610,1884,Cosmetics,4,162.64,Credit Card,31/01/2021,Mall of Istanbul
I234673,1597,Food & Beverage,4,20.92,Credit Card,8/7/2021,Metropol AVM
I138615,356,Clothing,5,1500.4,Debit Card,7/10/2021,Kanyon
I116541,2483,Toys,2,71.68,Cash,9/7/2021,Viaport Outlet
I332971,48,Shoes,4,2400.68,Cash,13/01/2021,Istinye Park
I786653,2068,Shoes,1,600.17,Cash,20/07/2022,Mall of Istanbul
I115338,123,Clothing,3,900.24,Credit Card,1/9/2021,Emaar Square Mall
I201131,2173,Clothing,1,300.08,Cash,25/10/2022,Cevahir AVM
I328046,13,Cosmetics,3,121.98,Debit Card,17/06/2022,Mall of Istanbul
I153790,969,Cosmetics,1,40.66,Cash,9/5/2021,Viaport Outlet
I251311,59,Shoes,4,2400.68,Credit Card,29/04/2022,Emaar Square Mall
I326582,1573,Clothing,3,900.24,Credit Card,9/11/2021,Metrocity
I474661,852,Cosmetics,5,203.3,Cash,8/10/2021,Mall of Istanbul
I160638,1258,Clothing,2,600.16,Cash,29/05/2022,Kanyon
I437948,330,Food & Beverage,5,26.15,Cash,22/08/2022,Metrocity
I282321,673,Food & Beverage,1,5.23,Cash,16/11/2022,Kanyon
I707747,3650,Souvenir,5,58.65,Debit Card,17/08/2022,Kanyon
I158486,2302,Food & Beverage,3,15.69,Credit Card,10/2/2023,Istinye Park
I224933,120,Cosmetics,2,81.32,Credit Card,20/01/2021,Kanyon
I164873,59,Books,4,60.6,Credit Card,19/05/2022,Metrocity
I325555,2317,Technology,4,4200.0,Credit Card,30/01/2023,Metrocity
I325396,161,Food & Beverage,5,26.15,Cash,25/02/2021,Istinye Park
I280155,924,Toys,5,179.2,Debit Card,18/12/2022,Mall of Istanbul
I156562,1220,Cosmetics,4,162.64,Credit Card,16/07/2022,Metrocity
I332361,119,Clothing,3,900.24,Cash,18/01/2022,Kanyon
I317628,35,Food & Beverage,3,15.69,Credit Card,11/9/2021,Mall of Istanbul
I907952,1943,Clothing,2,600.16,Credit Card,7/8/2022,Metropol AVM
I281621,719,Food & Beverage,4,20.92,Credit Card,31/01/2021,Kanyon
I289841,687,Food & Beverage,1,5.23,Cash,15/07/2021,Cevahir AVM
I335087,105,Books,5,75.75,Cash,16/10/2021,Kanyon
I239889,24,Clothing,1,300.08,Cash,29/03/2021,Mall of Istanbul
I742907,3402,Clothing,1,300.08,Cash,22/09/2021,Metropol AVM
I271714,986,Toys,1,35.84,Cash,20/03/2021,Emaar Square Mall
I457421,1090,Cosmetics,4,162.64,Cash,28/08/2022,Kanyon
I246390,1152,Clothing,4,1200.32,Cash,3/6/2022,Metropol AVM
I179338,2708,Shoes,2,1200.34,Cash,27/03/2021,Istinye Park
I254528,2657,Cosmetics,4,162.64,Cash,4/11/2021,Mall of Istanbul
I299925,2426,Clothing,2,600.16,Credit Card,11/8/2021,Mall of Istanbul
I321373,503,Food & Beverage,5,26.15,Cash,5/8/2022,Zorlu Center
I966684,1335,Toys,4,143.36,Cash,2/10/2022,Mall of Istanbul
I726807,1000,Clothing,4,1200.32,Credit Card,30/12/2022,Viaport Outlet
I333100,1067,Clothing,5,1500.4,Credit Card,5/1/2022,Mall of Istanbul
I207643,3394,Toys,1,35.84,Cash,28/02/2022,Mall of Istanbul
I647207,161,Clothing,2,600.16,Credit Card,10/11/2022,Kanyon
I330964,1476,Shoes,2,1200.34,Debit Card,29/11/2022,Metropol AVM
I237324,3935,Toys,1,35.84,Credit Card,21/08/2021,Forum Istanbul
I269825,320,Food & Beverage,3,15.69,Cash,29/06/2021,Mall of Istanbul
I305024,755,Clothing,4,1200.32,Credit Card,7/7/2021,Kanyon
I223568,223,Toys,2,71.68,Credit Card,27/08/2022,Istinye Park
I194268,408,Souvenir,5,58.65,Cash,26/02/2023,Metropol AVM
I155448,666,Shoes,1,600.17,Cash,27/12/2021,Mall of Istanbul
I205336,1550,Cosmetics,1,40.66,Cash,1/2/2023,Istinye Park
I171351,1291,Souvenir,1,11.73,Debit Card,10/2/2022,Kanyon
I249223,4057,Clothing,2,600.16,Cash,31/01/2021,Mall of Istanbul
I258001,262,Cosmetics,4,162.64,Credit Card,25/11/2021,Kanyon
I231029,201,Clothing,4,1200.32,Cash,18/01/2023,Istinye Park
I163202,2068,Clothing,3,900.24,Credit Card,15/03/2021,Mall of Istanbul
I169427,347,Clothing,5,1500.4,Cash,3/12/2022,Forum Istanbul
I737161,648,Food & Beverage,4,20.92,Credit Card,24/04/2022,Mall of Istanbul
I225327,1257,Cosmetics,2,81.32,Cash,19/08/2022,Cevahir AVM
I159355,180,Food & Beverage,4,20.92,Debit Card,28/11/2021,Metropol AVM
I280408,1244,Clothing,1,300.08,Cash,14/06/2021,Viaport Outlet
I323785,1745,Toys,2,71.68,Cash,8/1/2021,Kanyon
I257286,1314,Cosmetics,1,40.66,Credit Card,12/5/2021,Mall of Istanbul
I331405,3184,Clothing,3,900.24,Cash,2/11/2022,Kanyon
I306957,177,Clothing,2,600.16,Credit Card,17/09/2022,Cevahir AVM
I147079,341,Clothing,4,1200.32,Credit Card,1/5/2022,Metropol AVM
I829259,714,Cosmetics,4,162.64,Cash,17/11/2022,Viaport Outlet
I296251,574,Cosmetics,2,81.32,Cash,17/06/2022,Metrocity
I808238,1303,Shoes,2,1200.34,Credit Card,14/07/2022,Mall of Istanbul
I891465,1,Clothing,1,300.08,Cash,21/07/2022,Metrocity
I563052,1953,Cosmetics,4,162.64,Cash,28/07/2021,Metrocity
I130443,314,Shoes,1,600.17,Cash,8/6/2021,Istinye Park
I241690,585,Souvenir,2,23.46,Credit Card,14/06/2022,Kanyon
I643231,1892,Toys,4,143.36,Cash,3/2/2021,Kanyon
I295337,502,Shoes,4,2400.68,Debit Card,5/8/2022,Mall of Istanbul
I265980,1406,Books,1,15.15,Credit Card,1/4/2022,Forum Istanbul
I293153,784,Food & Beverage,2,10.46,Cash,10/11/2022,Metropol AVM
I193148,1057,Clothing,4,1200.32,Cash,11/2/2023,Cevahir AVM
I318625,143,Technology,5,5250.0,Cash,26/02/2023,Zorlu Center
I142245,2275,Cosmetics,3,121.98,Debit Card,1/12/2022,Zorlu Center
I205906,249,Clothing,4,1200.32,Credit Card,4/2/2021,Kanyon
I277462,1210,Clothing,2,600.16,Cash,22/09/2021,Metrocity
I753100,1150,Food & Beverage,1,5.23,Cash,5/3/2021,Emaar Square Mall
I610847,283,Clothing,4,1200.32,Cash,6/2/2023,Metrocity
I295181,1807,Food & Beverage,2,10.46,Credit Card,17/11/2022,Metrocity
I198308,717,Food & Beverage,5,26.15,Credit Card,11/10/2021,Metrocity
I180570,538,Shoes,5,3000.85,Cash,6/3/2021,Metrocity
I260475,89,Clothing,5,1500.4,Credit Card,17/03/2022,Mall of Istanbul
I251024,1617,Food & Beverage,2,10.46,Debit Card,9/2/2021,Mall of Istanbul
I302151,1518,Technology,4,4200.0,Cash,15/03/2021,Kanyon
I145917,1854,Cosmetics,5,203.3,Credit Card,1/2/2023,Forum Istanbul
I254721,835,Clothing,5,1500.4,Debit Card,27/09/2021,Kanyon
I103120,97,Shoes,4,2400.68,Debit Card,20/02/2022,Mall of Istanbul
I173288,1190,Food & Beverage,5,26.15,Credit Card,25/01/2023,Metrocity
I279088,1731,Technology,3,3150.0,Credit Card,30/07/2021,Metrocity
I190414,735,Food & Beverage,3,15.69,Debit Card,18/04/2021,Forum Istanbul
I613381,122,Clothing,1,300.08,Cash,8/2/2021,Mall of Istanbul
I107697,1598,Toys,1,35.84,Cash,18/08/2022,Istinye Park
I193600,1875,Clothing,4,1200.32,Credit Card,10/9/2021,Istinye Park
I165090,3274,Clothing,3,900.24,Debit Card,27/07/2021,Forum Istanbul
I260728,863,Toys,5,179.2,Credit Card,3/4/2021,Kanyon
I164219,136,Toys,4,143.36,Cash,3/6/2021,Cevahir AVM
I318282,80,Souvenir,2,23.46,Credit Card,12/1/2021,Metrocity
I212598,43,Food & Beverage,3,15.69,Cash,7/1/2021,Forum Istanbul
I212833,34,Cosmetics,2,81.32,Cash,29/04/2021,Metrocity
I326146,554,Clothing,2,600.16,Cash,1/7/2021,Metropol AVM
I169684,33,Food & Beverage,1,5.23,Debit Card,28/07/2021,Zorlu Center
I462436,936,Cosmetics,3,121.98,Cash,9/9/2021,Cevahir AVM
I940151,55,Food & Beverage,3,15.69,Credit Card,20/09/2021,Mall of Istanbul
I210603,1138,Cosmetics,4,162.64,Debit Card,16/07/2021,Istinye Park
I174942,1285,Clothing,3,900.24,Credit Card,23/01/2023,Kanyon
I163206,200,Food & Beverage,3,15.69,Credit Card,26/06/2021,Mall of Istanbul
I266121,1836,Clothing,4,1200.32,Cash,5/1/2022,Kanyon
I454912,427,Toys,2,71.68,Credit Card,4/12/2022,Metropol AVM
I831916,616,Clothing,5,1500.4,Debit Card,24/09/2021,Mall of Istanbul
I180372,5529,Souvenir,5,58.65,Cash,13/09/2022,Forum Istanbul
I466698,3323,Shoes,3,1800.51,Debit Card,24/02/2023,Kanyon
I119678,1127,Technology,4,4200.0,Cash,4/3/2021,Emaar Square Mall
I296369,1036,Food & Beverage,1,5.23,Cash,24/02/2021,Kanyon
I133116,1340,Clothing,5,1500.4,Debit Card,2/12/2021,Kanyon
I165625,1489,Shoes,4,2400.68,Cash,30/10/2022,Mall of Istanbul
I333045,240,Clothing,1,300.08,Credit Card,9/12/2022,Kanyon
I131869,167,Food & Beverage,1,5.23,Debit Card,29/01/2023,Kanyon
I168101,391,Souvenir,3,35.19,Cash,26/04/2022,Forum Istanbul
I713258,1124,Clothing,3,900.24,Cash,3/1/2021,Kanyon
I144171,2844,Clothing,1,300.08,Debit Card,20/04/2022,Kanyon
I191531,533,Shoes,3,1800.51,Cash,20/12/2022,Metrocity
I165583,1324,Clothing,1,300.08,Credit Card,8/2/2023,Metrocity
I210803,783,Clothing,4,1200.32,Credit Card,17/09/2022,Metrocity
I209258,1334,Cosmetics,5,203.3,Cash,7/7/2022,Metrocity
I169548,1209,Clothing,5,1500.4,Credit Card,15/09/2022,Mall of Istanbul
I140693,64,Clothing,2,600.16,Credit Card,27/11/2022,Cevahir AVM
I172509,421,Shoes,3,1800.51,Cash,26/12/2022,Mall of Istanbul
I301205,2864,Food & Beverage,4,20.92,Credit Card,16/09/2022,Kanyon
I338366,904,Shoes,5,3000.85,Debit Card,1/3/2021,Viaport Outlet
I108742,1347,Clothing,5,1500.4,Credit Card,28/04/2021,Mall of Istanbul
I261374,238,Toys,2,71.68,Debit Card,23/04/2021,Istinye Park
I860717,373,Clothing,2,600.16,Debit Card,10/10/2021,Forum Istanbul
I295440,636,Food & Beverage,2,10.46,Debit Card,10/4/2022,Mall of Istanbul
I273820,1874,Food & Beverage,4,20.92,Credit Card,2/12/2022,Cevahir AVM
I279919,1031,Clothing,2,600.16,Cash,27/08/2022,Istinye Park
I190006,780,Cosmetics,1,40.66,Debit Card,13/09/2021,Metrocity
I156252,458,Toys,4,143.36,Debit Card,15/09/2022,Viaport Outlet
I183583,836,Cosmetics,1,40.66,Cash,11/6/2022,Forum Istanbul
I258930,11,Shoes,4,2400.68,Credit Card,13/07/2021,Istinye Park
